id,fecha,hora,temp_out,hi_temp,low_temp,in_temp,in_hum_pct,out_hum_pct,rain,rain_rate,bar,wind_speed,hi_speed,hi_dir,wind_dir,temp_units,bar_units,wind_units,rain_units
9432,2026-08-01,00:15:00,13.0,13.0,13.0,21.0,58.0,92.0,0.0,0.0,580.3,0.0,0.0,,,C,mm,km/h,mm
9433,2026-08-01,00:30:00,13.0,13.0,13.0,21.0,57.0,92.0,0.0,0.0,580.2,0.0,0.0,,,C,mm,km/h,mm
9434,2026-08-01,00:45:00,12.0,13.0,12.0,21.0,57.0,93.0,0.0,0.0,580.1,0.0,0.0,,,C,mm,km/h,mm
9435,2026-08-01,01:00:00,12.0,12.0,12.0,21.0,57.0,93.0,0.0,0.0,579.9,0.0,0.0,,,C,mm,km/h,mm
9436,2026-08-01,01:15:00,13.0,13.0,12.0,21.0,57.0,93.0,0.0,0.0,579.7,0.0,0.0,,,C,mm,km/h,mm
9437,2026-08-01,01:30:00,13.0,13.0,12.0,21.0,57.0,93.0,0.0,0.0,579.5,0.0,0.0,,,C,mm,km/h,mm
9438,2026-08-01,01:45:00,12.0,13.0,12.0,21.0,57.0,93.0,0.0,0.0,579.4,0.0,0.0,,,C,mm,km/h,mm
9439,2026-08-01,02:00:00,12.0,12.0,12.0,21.0,57.0,93.0,0.0,0.0,579.2,0.0,0.0,,,C,mm,km/h,mm
9440,2026-08-01,02:15:00,11.0,12.0,11.0,21.0,57.0,93.0,0.0,0.0,579.0,0.0,0.0,,,C,mm,km/h,mm
9441,2026-08-01,02:30:00,11.0,11.0,11.0,21.0,57.0,93.0,0.0,0.0,578.9,0.0,0.0,,,C,mm,km/h,mm
9442,2026-08-01,02:45:00,11.0,11.0,11.0,21.0,57.0,94.0,0.0,0.0,578.9,0.0,0.0,,,C,mm,km/h,mm
9443,2026-08-01,03:00:00,11.0,11.0,11.0,21.0,57.0,94.0,0.0,0.0,578.8,0.0,0.0,,,C,mm,km/h,mm
9444,2026-08-01,03:15:00,11.0,11.0,11.0,21.0,56.0,94.0,0.0,0.0,578.7,0.0,0.0,,,C,mm,km/h,mm
9445,2026-08-01,03:30:00,11.0,11.0,11.0,21.0,56.0,94.0,0.0,0.0,578.7,0.0,0.0,,,C,mm,km/h,mm
9446,2026-08-01,03:45:00,11.0,11.0,11.0,21.0,56.0,94.0,0.0,0.0,578.5,0.0,0.0,,,C,mm,km/h,mm
9447,2026-08-01,04:00:00,11.0,11.0,11.0,21.0,56.0,95.0,0.0,0.0,578.4,0.0,0.0,,,C,mm,km/h,mm
9448,2026-08-01,04:15:00,11.0,11.0,11.0,21.0,56.0,94.0,0.0,0.0,578.4,0.0,0.0,,,C,mm,km/h,mm
9449,2026-08-01,04:30:00,11.0,11.0,11.0,21.0,56.0,94.0,0.0,0.0,578.6,0.0,0.0,,,C,mm,km/h,mm
9450,2026-08-01,04:45:00,11.0,11.0,11.0,21.0,56.0,95.0,0.0,0.0,578.6,0.0,0.0,,,C,mm,km/h,mm
9451,2026-08-01,05:00:00,11.0,11.0,11.0,21.0,56.0,94.0,0.0,0.0,578.7,0.0,0.0,,,C,mm,km/h,mm
9452,2026-08-01,05:15:00,11.0,11.0,11.0,21.0,56.0,95.0,0.2,0.0,578.7,0.0,0.0,,,C,mm,km/h,mm
9453,2026-08-01,05:30:00,11.0,11.0,11.0,21.0,56.0,95.0,0.0,0.0,578.7,0.0,0.0,,,C,mm,km/h,mm
9454,2026-08-01,05:45:00,11.0,11.0,11.0,21.0,56.0,95.0,0.0,0.0,578.7,0.0,0.0,,,C,mm,km/h,mm
9455,2026-08-01,06:00:00,11.0,11.0,10.0,21.0,56.0,95.0,0.0,0.0,578.9,0.0,0.0,,,C,mm,km/h,mm
9456,2026-08-01,06:15:00,11.0,11.0,11.0,21.0,56.0,95.0,0.0,0.0,578.9,0.0,0.0,,,C,mm,km/h,mm
9457,2026-08-01,06:30:00,11.0,11.0,11.0,21.0,56.0,95.0,0.0,0.0,579.1,0.0,0.0,,,C,mm,km/h,mm
9458,2026-08-01,06:45:00,10.0,11.0,10.0,21.0,56.0,95.0,0.0,0.0,579.2,0.0,0.0,,,C,mm,km/h,mm
9459,2026-08-01,07:00:00,11.0,11.0,10.0,21.0,55.0,96.0,0.0,0.0,579.3,0.0,0.0,,,C,mm,km/h,mm
9460,2026-08-01,07:15:00,11.0,11.0,11.0,21.0,56.0,96.0,0.0,0.0,579.4,0.0,0.0,,,C,mm,km/h,mm
9461,2026-08-01,07:30:00,12.0,12.0,11.0,21.0,56.0,96.0,0.0,0.0,579.5,0.0,0.0,,,C,mm,km/h,mm
9462,2026-08-01,07:45:00,12.0,12.0,12.0,20.0,56.0,96.0,0.0,0.0,579.4,0.0,0.0,,,C,mm,km/h,mm
9463,2026-08-01,08:00:00,13.0,13.0,12.0,20.0,56.0,95.0,0.0,0.0,579.4,0.0,0.0,,,C,mm,km/h,mm
9464,2026-08-01,08:15:00,14.0,14.0,13.0,20.0,56.0,96.0,0.0,0.0,579.6,0.0,0.0,,,C,mm,km/h,mm
9465,2026-08-01,08:30:00,16.0,16.0,14.0,20.0,56.0,87.0,0.0,0.0,579.6,0.0,1.6,ENE,ENE,C,mm,km/h,mm
9466,2026-08-01,08:45:00,17.0,17.0,16.0,20.0,56.0,80.0,0.0,0.0,579.7,0.0,1.6,W,WSW,C,mm,km/h,mm
9467,2026-08-01,09:00:00,18.0,18.0,17.0,21.0,56.0,79.0,0.0,0.0,579.7,0.0,0.0,,,C,mm,km/h,mm
9468,2026-08-01,09:15:00,19.0,19.0,18.0,21.0,56.0,71.0,0.0,0.0,579.7,0.0,6.4,E,NE,C,mm,km/h,mm
9469,2026-08-01,09:30:00,19.0,19.0,19.0,20.0,56.0,69.0,0.0,0.0,579.7,0.0,6.4,E,ENE,C,mm,km/h,mm
9470,2026-08-01,09:45:00,20.0,20.0,19.0,21.0,56.0,67.0,0.0,0.0,579.7,0.0,1.6,ENE,ESE,C,mm,km/h,mm
9471,2026-08-01,10:00:00,21.0,21.0,20.0,21.0,56.0,64.0,0.0,0.0,579.6,0.0,3.2,NNE,NNW,C,mm,km/h,mm
9472,2026-08-01,10:15:00,21.0,21.0,21.0,21.0,56.0,68.0,0.0,0.0,579.5,0.0,6.4,E,E,C,mm,km/h,mm
9473,2026-08-01,10:30:00,22.0,22.0,21.0,21.0,56.0,62.0,0.0,0.0,579.4,0.0,4.8,WNW,E,C,mm,km/h,mm
9474,2026-08-01,10:45:00,23.0,23.0,22.0,21.0,56.0,57.0,0.0,0.0,579.2,0.0,4.8,NE,NE,C,mm,km/h,mm
9475,2026-08-01,11:00:00,23.0,23.0,23.0,21.0,56.0,52.0,0.0,0.0,579.1,0.0,6.4,NW,E,C,mm,km/h,mm
9476,2026-08-01,11:15:00,24.0,24.0,23.0,21.0,56.0,51.0,0.0,0.0,579.0,0.0,6.4,WSW,WSW,C,mm,km/h,mm
9477,2026-08-01,11:30:00,24.0,24.0,24.0,21.0,55.0,47.0,0.0,0.0,578.7,1.6,9.7,W,NNW,C,mm,km/h,mm
9478,2026-08-01,11:45:00,25.0,25.0,24.0,21.0,55.0,42.0,0.0,0.0,578.7,1.6,8.0,NE,NW,C,mm,km/h,mm
9479,2026-08-01,12:00:00,26.0,26.0,25.0,21.0,55.0,42.0,0.0,0.0,578.5,1.6,6.4,E,WNW,C,mm,km/h,mm
9480,2026-08-01,12:15:00,26.0,26.0,25.0,21.0,55.0,41.0,0.0,0.0,578.4,1.6,11.3,NW,W,C,mm,km/h,mm
9481,2026-08-01,12:30:00,26.0,26.0,26.0,21.0,55.0,41.0,0.0,0.0,578.3,3.2,11.3,W,W,C,mm,km/h,mm
9482,2026-08-01,12:45:00,26.0,26.0,26.0,21.0,55.0,43.0,0.0,0.0,578.3,3.2,12.9,WSW,WSW,C,mm,km/h,mm
9483,2026-08-01,13:00:00,26.0,26.0,26.0,21.0,55.0,40.0,0.0,0.0,577.9,1.6,11.3,WSW,SW,C,mm,km/h,mm
9484,2026-08-01,13:15:00,26.0,26.0,26.0,21.0,55.0,39.0,0.0,0.0,577.6,3.2,16.1,S,SW,C,mm,km/h,mm
9485,2026-08-01,13:30:00,27.0,27.0,26.0,21.0,54.0,39.0,0.0,0.0,577.5,1.6,12.9,SW,SW,C,mm,km/h,mm
9486,2026-08-01,13:45:00,27.0,27.0,27.0,21.0,54.0,38.0,0.0,0.0,577.3,1.6,8.0,W,W,C,mm,km/h,mm
9487,2026-08-01,14:00:00,27.0,27.0,27.0,21.0,54.0,36.0,0.0,0.0,577.2,1.6,12.9,W,WSW,C,mm,km/h,mm
9488,2026-08-01,14:15:00,27.0,27.0,27.0,21.0,53.0,36.0,0.0,0.0,577.1,1.6,11.3,NW,NNW,C,mm,km/h,mm
9489,2026-08-01,14:30:00,27.0,28.0,27.0,21.0,53.0,35.0,0.0,0.0,576.8,1.6,8.0,WSW,NNW,C,mm,km/h,mm
9490,2026-08-01,14:45:00,28.0,28.0,27.0,21.0,53.0,36.0,0.0,0.0,576.6,1.6,8.0,NW,NW,C,mm,km/h,mm
9491,2026-08-01,15:00:00,28.0,28.0,28.0,21.0,53.0,35.0,0.0,0.0,576.4,3.2,16.1,WNW,WSW,C,mm,km/h,mm
9492,2026-08-01,15:15:00,27.0,28.0,27.0,21.0,53.0,33.0,0.0,0.0,576.0,1.6,12.9,WNW,WSW,C,mm,km/h,mm
9493,2026-08-01,15:30:00,27.0,27.0,27.0,21.0,52.0,39.0,0.0,0.0,575.8,1.6,9.7,NW,WSW,C,mm,km/h,mm
9494,2026-08-01,15:45:00,26.0,27.0,26.0,21.0,52.0,39.0,0.0,0.0,575.7,1.6,6.4,W,NW,C,mm,km/h,mm
9495,2026-08-01,16:00:00,27.0,27.0,26.0,21.0,52.0,36.0,0.0,0.0,575.6,1.6,8.0,SW,WSW,C,mm,km/h,mm
9496,2026-08-01,16:15:00,28.0,28.0,27.0,21.0,52.0,33.0,0.0,0.0,575.5,1.6,4.8,WSW,W,C,mm,km/h,mm
9497,2026-08-01,16:30:00,29.0,29.0,28.0,21.0,52.0,33.0,0.0,0.0,575.3,0.0,4.8,SSW,NNW,C,mm,km/h,mm
9498,2026-08-01,16:45:00,29.0,29.0,28.0,21.0,52.0,34.0,0.0,0.0,575.1,0.0,4.8,NW,NNW,C,mm,km/h,mm
9499,2026-08-01,17:00:00,28.0,29.0,28.0,21.0,51.0,33.0,0.0,0.0,575.1,0.0,4.8,ENE,ENE,C,mm,km/h,mm
9500,2026-08-01,17:15:00,28.0,28.0,28.0,21.0,51.0,34.0,0.0,0.0,575.2,0.0,1.6,ENE,ENE,C,mm,km/h,mm
9501,2026-08-01,17:30:00,26.0,28.0,26.0,21.0,51.0,36.0,0.0,0.0,575.3,0.0,0.0,,,C,mm,km/h,mm
9502,2026-08-01,17:45:00,25.0,26.0,25.0,21.0,51.0,37.0,0.0,0.0,575.3,0.0,3.2,NNE,NNE,C,mm,km/h,mm
9503,2026-08-01,18:00:00,25.0,25.0,25.0,22.0,51.0,47.0,0.0,0.0,575.5,0.0,9.7,NW,WSW,C,mm,km/h,mm
9504,2026-08-01,18:15:00,23.0,25.0,23.0,22.0,51.0,51.0,0.0,0.0,575.7,3.2,11.3,S,W,C,mm,km/h,mm
9505,2026-08-01,18:30:00,21.0,23.0,21.0,22.0,51.0,60.0,0.0,0.0,576.0,4.8,16.1,SW,WSW,C,mm,km/h,mm
9506,2026-08-01,18:45:00,19.0,21.0,19.0,22.0,51.0,72.0,0.2,0.0,575.9,4.8,12.9,WNW,WSW,C,mm,km/h,mm
9507,2026-08-01,19:00:00,18.0,19.0,18.0,22.0,52.0,79.0,2.2,23.6,577.0,1.6,12.9,NNW,W,C,mm,km/h,mm
9508,2026-08-01,19:15:00,14.0,14.0,14.0,21.0,56.0,92.0,0.0,0.0,578.4,0.0,0.0,,,C,mm,km/h,mm
9509,2026-08-01,19:30:00,14.0,14.0,14.0,21.0,56.0,92.0,0.0,0.0,578.6,0.0,1.6,WNW,WNW,C,mm,km/h,mm
9510,2026-08-01,19:45:00,14.0,14.0,14.0,21.0,56.0,91.0,0.0,0.0,578.4,0.0,3.2,W,W,C,mm,km/h,mm
9511,2026-08-01,20:00:00,14.0,14.0,14.0,21.0,56.0,92.0,0.0,0.0,578.6,0.0,0.0,,,C,mm,km/h,mm
