id,fecha,hora,temp_exterior,temp_max,temp_min,temp_interior,humedad_exterior,humedad_interior
12650,2026-09-04,21:00:00,20.0,20.0,20.0,22.0,53.0,50.0
12651,2026-09-04,21:15:00,20.0,20.0,20.0,22.0,57.0,50.0
12652,2026-09-04,21:30:00,19.0,20.0,19.0,22.0,60.0,50.0
12653,2026-09-04,21:45:00,19.0,19.0,19.0,22.0,60.0,50.0
12654,2026-09-04,22:00:00,19.0,19.0,19.0,22.0,61.0,50.0
12655,2026-09-04,22:15:00,19.0,19.0,19.0,22.0,57.0,50.0
12656,2026-09-04,22:30:00,19.0,19.0,19.0,22.0,55.0,50.0
12657,2026-09-04,22:45:00,18.0,19.0,18.0,22.0,62.0,50.0
12658,2026-09-04,23:00:00,18.0,18.0,18.0,22.0,64.0,50.0
12659,2026-09-04,23:15:00,17.0,18.0,17.0,22.0,66.0,50.0
12660,2026-09-04,23:30:00,17.0,17.0,17.0,22.0,67.0,50.0
12661,2026-09-04,23:45:00,17.0,17.0,17.0,22.0,69.0,50.0
